,Date,Time,Header,Info,Length,Header,PayLoad
323,2021 Apr 14,04:46:30.477, 0xB80B  NR5G NAS MM5G Plain OTA Outgoing Msg  --  Security mode complete,"Subscription ID = 1
Misc ID = 0
pkt_version = 1 (0x1)
rel_number = 15 (0xf)
rel_version_major = 4 (0x4)
rel_version_minor = 0 (0x0)
prot_disc_type = 14 (0xe)
ext_protocol_disc = 126 (0x7e)
security_header = 0 (0x0)
msg_type = 94 (0x5e) (Security mode complete)
nr5g_mm_msg
security_mode_complete
imeisv_inc = 1 (0x1)
imeisv
ident_type = 5 (0x5)
odd_even_ind = 0 (0x0)
num_ident = 17 (0x11)
ident[0] = 8 (0x8)
ident[1] = 6 (0x6)
ident[2] = 0 (0x0)
ident[3] = 3 (0x3)
ident[4] = 6 (0x6)
ident[5] = 7 (0x7)
ident[6] = 0 (0x0)
ident[7] = 4 (0x4)
ident[8] = 9 (0x9)
ident[9] = 4 (0x4)
ident[10] = 8 (0x8)
ident[11] = 8 (0x8)
ident[12] = 7 (0x7)
ident[13] = 9 (0x9)
ident[14] = 0 (0x0)
ident[15] = 6 (0x6)
ident[16] = 15 (0xf)
nas_msg_container_inc = 1 (0x1)
nas_msg_container
num_nas_msg_container = 59 (0x3b)
nas_msg_container[0] = 126 (0x7e)
nas_msg_container[1] = 0 (0x0)
nas_msg_container[2] = 65 (0x41)
nas_msg_container[3] = 49 (0x31)
nas_msg_container[4] = 0 (0x0)
nas_msg_container[5] = 11 (0xb)
nas_msg_container[6] = 242 (0xf2)
nas_msg_container[7] = 4 (0x4)
nas_msg_container[8] = 69 (0x45)
nas_msg_container[9] = 120 (0x78)
nas_msg_container[10] = 1 (0x1)
nas_msg_container[11] = 3 (0x3)
nas_msg_container[12] = 84 (0x54)
nas_msg_container[13] = 0 (0x0)
nas_msg_container[14] = 0 (0x0)
nas_msg_container[15] = 0 (0x0)
nas_msg_container[16] = 19 (0x13)
nas_msg_container[17] = 16 (0x10)
nas_msg_container[18] = 1 (0x1)
nas_msg_container[19] = 3 (0x3)
nas_msg_container[20] = 46 (0x2e)
nas_msg_container[21] = 4 (0x4)
nas_msg_container[22] = 240 (0xf0)
nas_msg_container[23] = 112 (0x70)
nas_msg_container[24] = 240 (0xf0)
nas_msg_container[25] = 112 (0x70)
nas_msg_container[26] = 47 (0x2f)
nas_msg_container[27] = 5 (0x5)
nas_msg_container[28] = 4 (0x4)
nas_msg_container[29] = 1 (0x1)
nas_msg_container[30] = 0 (0x0)
nas_msg_container[31] = 0 (0x0)
nas_msg_container[32] = 1 (0x1)
nas_msg_container[33] = 82 (0x52)
nas_msg_container[34] = 4 (0x4)
nas_msg_container[35] = 69 (0x45)
nas_msg_container[36] = 120 (0x78)
nas_msg_container[37] = 0 (0x0)
nas_msg_container[38] = 0 (0x0)
nas_msg_container[39] = 3 (0x3)
nas_msg_container[40] = 23 (0x17)
nas_msg_container[41] = 7 (0x7)
nas_msg_container[42] = 240 (0xf0)
nas_msg_container[43] = 112 (0x70)
nas_msg_container[44] = 192 (0xc0)
nas_msg_container[45] = 64 (0x40)
nas_msg_container[46] = 25 (0x19)
nas_msg_container[47] = 128 (0x80)
nas_msg_container[48] = 176 (0xb0)
nas_msg_container[49] = 24 (0x18)
nas_msg_container[50] = 1 (0x1)
nas_msg_container[51] = 1 (0x1)
nas_msg_container[52] = 116 (0x74)
nas_msg_container[53] = 0 (0x0)
nas_msg_container[54] = 0 (0x0)
nas_msg_container[55] = 144 (0x90)
nas_msg_container[56] = 83 (0x53)
nas_msg_container[57] = 1 (0x1)
nas_msg_container[58] = 1 (0x1)
non_IMEISV_PEI_inc = 0 (0x0)","96
","  60 00 0B B8 2E B1 3D 38 C9 97 F2 00 
 ", 01 00 00 00 0F 04 00 7E 00 5E 77 0009 85 06 63 07 94 84 78 09 F6 71 003B 7E 00 41 31 00 0B F2 04 45 78 0103 54 00 00 00 13 10 01 03 2E 04 F070 F0 70 2F 05 04 01 00 00 01 52 0445 78 00 00 03 17 07 F0 70 C0 40 1980 B0 18 01 01 74 00 00 90 53 01 01 
324,2021 Apr 14,04:46:30.477, 0xB809  NR5G NAS MM5G Security Protected OTA Outgoing Msg,"Subscription ID = 1
Misc ID = 0
Version = 1
Std Version = 15
Std Major Version = 4
Std Minor Version = 0
Outgoing OTA Raw Data = { 
 126, 4, 198, 179, 20, 76, 0, 126, 
 0, 94, 119, 0, 9, 133, 6, 99, 
 7, 148, 132, 120, 9, 246, 113, 0, 
 59, 126, 0, 65, 49, 0, 11, 242, 
 4, 69, 120, 1, 3, 84, 0, 0, 
 0, 19, 16, 1, 3, 46, 4, 240, 
 112, 240, 112, 47, 5, 4, 1, 0, 
 0, 1, 82, 4, 69, 120, 0, 0, 
 3, 23, 7, 240, 112, 192, 64, 25, 
 128, 176, 24, 1, 1, 116, 0, 0, 
 144, 83, 1, 1
}","103
","  67 00 09 B8 B8 B8 3D 38 C9 97 F2 00 
 ", 01 00 00 00 0F 04 00 7E 04 C6 B3 144C 00 7E 00 5E 77 00 09 85 06 63 0794 84 78 09 F6 71 00 3B 7E 00 41 3100 0B F2 04 45 78 01 03 54 00 00 0013 10 01 03 2E 04 F0 70 F0 70 2F 0504 01 00 00 01 52 04 45 78 00 00 0317 07 F0 70 C0 40 19 80 B0 18 01 0174 00 00 90 53 01 01 
325,2021 Apr 14,04:46:30.478, 0xB821  NR5G RRC OTA Packet  --  UL_DCCH / UlInformationTransfer,"Subscription ID = 1
Misc ID = 0
Pkt Version = 9
RRC Release Number.Major.minor = 15.9.0
Radio Bearer ID = 1, Physical Cell ID = 14
Freq = 633312
Sfn = N/A, SubFrameNum = N/A
slot = 0
PDU Number = UL_DCCH Message,Msg Length = 87
SIB Mask in SI =0x00

Interpreted PDU:

value ULDCCHMessage ::= 
{
message c1 : ulInformationTransfer : 
{
criticalExtensions ulInformationTransfer : 
{
dedicatedNASMessage '7E04C6B3144C007E005E7700098506630794847809F671003B7E004131000BF2044578010354000000131001032E04F070F0702F050401000001520445780000031707F070C0401980B018010174000090530101'H
}
}
}","123
","  7B 00 21 B8 45 03 3E 38 C9 97 F2 00 
 ", 09 00 00 00 0F 90 01 0E 00 E0 A9 0900 00 00 00 00 08 00 00 00 00 57 003A 2A 3F 02 63 59 8A 26 00 3F 00 2F3B 80 04 C2 83 31 83 CA 42 3C 04 FB38 80 1D BF 00 20 98 80 05 F9 02 22BC 00 81 AA 00 00 00 09 88 00 81 9702 78 38 78 38 17 82 82 00 80 00 00A9 02 22 BC 00 00 01 8B 83 F8 38 6020 0C C0 58 0C 00 80 BA 00 00 48 2980 80 80 
326,2021 Apr 14,04:46:30.478, 0xB8D2  NR5G LL1 FW MAC TX IU Power,"Subscription ID = 1
Misc ID = 0
Version = 1
Version 1[0]
 Code= FULL_PKT
 Length= 24
Version 1[1]
 Code= POWER INFO
 Length= 16
 TX IU Power Sub Packet
Version = 4
Log Header
 Sequence Number = 14
 System Frame Number = 7
 SCS = 1
 SubFrame Number = 4
 Slot Number = 9
 Timing Reference Number = 149
 Fractional Unit Slot Number = 36
 Log2 Slot To Unit Slot= 2
Power Info
 
 | | | |CarrierIdType |
 | | | |PUSCH Data|PUCCH Data |SRS Data|PRACH Data|
 | |Carrier|Channel|Transmit||TPC |PHR |Delta|Is|Minimum|Transmit||TPC |PHR |Delta|PUCCH |PUCCH |Minimum|Transmit||TPC |PHR |SRS |M|Minimum|Transmit|RACH ||PHR |Minimum|
 |#|Id |Type |Power |Pathloss|Adjustment|MTPL|TF |Msg3|Power|Power |Pathloss|Adjustment|MTPL|TF |Number|Format|Power|Power |Pathloss|Adjustment|MTPL|Number|SRS|Power|Power |Attempt|Pathloss|MTPL|Power|
 
 |0|0|PUCCH|| || | 25|49| 0|23|3| 1| 0|38 | ||  |

Version 1[2]
 Code= PAD_PKT
 Length= 4","40
","  28 00 D2 B8 B8 33 3E 38 C9 97 F2 00 
 ", 01 00 00 00 FC 18 00 00 5A 10 10 0004 7E 00 49 10 E7 1F 03 00 D7 10 5AFE 04 40 00 
327,2021 Apr 14,04:46:30.479, 0xB883  NR5G MAC UL Physical Channel Schedule Report,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 11
Log Fields Change BMask = 0x0
Num Records= 1
Records
 
 | | | |Carriers|
 | | | | || || |PUCCH Data | ||
 | | | | || ||PUSCH Data | |Per PUCCH Data |SRS Data ||
 | | | | || | || | || | | | | | | Num |Num |Num | || | | | | | ||  ||  ||Num Num  | | | || |Per SRS Data|PRACH Data|
 | | | | || |Dual |DMRS| | || | |DMRS |Antenna| | |DMRS |BetaCode||CSF |CSF |HARQ| |K | | |DMRS |SRS||Freq|Tx|TPC|TPC||DataRB |DMRS|| |Is|  ||HARQ|Num ||UCI |Num |Spatial |Antenna| |Time | |DFT |DFT|Is  || || |Spatial |Antenna|Spatial |SRS| ||ZC|
 | |System Time|Num|Carrier|| |Pol |Is Second |Start |Num|HARQAdd |RB | |RA|Mapping|TB Size|Config |Switch | |RV |PTRS |Offset||BWP |Rate||P1|P2|ACK |Transform|Prime |ZC |Num|Symbol |Res|CB|Hop |Slot|Accum|Accum||Scrambling|DMRS|DMRS|Start||RNTI|CDM |Scrambling||Num|SecondStart |Num|Starting|| |Second|ACK |SR||P1|UCI P2|Relation|Switch | |OCC|I|OCC |OCC|TPC |TPC ||Second |Resource|Resource| |Config|Num|Starting|Num|Relation|Switch |Relation|TPC|Num|Re|Resource|ZC Root |Preamble|Symbol||PRACH |Cyclic|
 |#|Slot|Numerology|Frame|Carrier|ID |RNTI Type |Phychan Bit Mask |Status|Phychan |Symbol|Symbols|ID|MCS |MCS Table |Pos |Start|Num RBs|Type|Type |(bytes)|Type |Indicator|TX Mode|Index|Assoc|Ind |TX Type |Idx |(Q11) |UCI Request Mask|Bits|Bits|Bits|Precoding|Value |Value|CBs|Bitmask|Ind|Size|Flag|Offset|0|1|TPMI|Selection |Ports[0]|Ports[1]|Hop|MOD_TYPE|Value |Groups|Selection |RBG Bitmap|PUCCH|Phychan |PUCCH Format|UCI Request BMask |symbol|Symbols|RB|Num RB|Freq Hopping Flag|Hop RB|Bits|Bits|Reserved|Bits|Bits|Id|Indicator|M0 |Index|DMRS |Length|Index|Accum 0 |Accum 1 |Num SRS |Phychan|Set Id|Id|Res Config Type|Index |Ports|Symbol|Symbols|Type|Indicator|Info|Accum|Hops |Start |Allocation|Seq |Format|Offset|Numerology|Number|Shift |
 
 |0| 9| 30kHz|7|1|0|C_RNTI|PUCCH| 0 || | || | | | | | |  || | | | | | || 1| 0| PUCCH_FORMAT_F0|ACK_NACK_RPT|12|1|39| 1| HOP_MODE_NEITHER|NA| 1| 0| 0| 1| 0| 0|0|1|0|0| 0|0| 0| 0||  || || || || |","60
","  3C 00 83 B8 64 3C 3F 38 C9 97 F2 00 
 ", 0B 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 09 01 07 00 01 00 00 0000 01 00 00 01 07 41 00 10 1C 27 1E01 F8 1F 00 01 00 00 00 01 00 00 00 
328,2021 Apr 14,04:46:30.479, 0xB885  NR5G MAC DCI Info,"Subscription ID = 1
Misc ID = 0
Major.Minor Version= 2. 5
Log Fields Change BMask= 0
Num Records= 1
Records
 
 | | | |DCI Info|
 | | | | | | | || |DL|
 | | | | | | | ||UL | || | ||TPC| || | ||
 | | | | | | | || | | |  | || |  | | || | |DMRS| | |  || || | ||Command| |PDSCH | | ||
 | | | | | | | || | | |Freq  |UL |Symbol| | |Beta||UL | | |SRS |Precoding| |Seq | | | |Reserved|| ||Bandwidth|Time|TB |TB 1 New |DL|For|PUCCH|Harq|CBG |CBG || | ||
 | |System Time|Num|Carrier| | |Aggregation|Raw DCI |Carrier| | |Hopping||HARQ|PUSCH|SUL|Alloc |BWP|PTRS DMRS|Offset|RB|SCH|DAI|DAI|Resource|Layer|Antenna|Init|SRS|CSI| |MCE |RA| |Pruned|Part |Resource|1|Data |Assignment|Sched|Resource |Feedback|Transmission|Flushing|Transmission|SRS|Carrier|HARQ|
 |#|Slot|Num |Frame|DCI|ID |RNTI Type|DCI Format |Level|Included|Raw DCI[2]|Raw DCI[1]|Raw DCI[0]|ID |NDI|MCS|Flag |RV|ID|TPC|Ind|Index |Ind|Association|Ind |Assignment|Ind|1|2|Indication|Info |Ports|Flag|Request|Request|CBGTI|Enable|Type|Prune Reason MSB |Mask|Indicator|Assignment|MCS|Indicator|Index |PUCCH|Indicator|Timing|Info|Out Info|Config Ind|Request|ID |ID|
 
 |0| 7| 30kHz|7|1|0| C_RNTI| DL_1_1|LEVEL_4| 0| | | |  | || |  | | || | || | |  ||0| 2|8|0| 0|1|7| 0| 0| 0| 0|0|0| 8|","48
","  30 00 85 B8 D4 3C 3F 38 C9 97 F2 00 
 ", 05 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 07 01 07 00 01 00 00 0080 09 00 00 08 02 1D 00 00 20 40 00 
329,2021 Apr 14,04:46:30.479, 0xB89B  NR5G MAC UCI Information,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 2
Log Fields Change BMask= 0x0000
Num Records= 1

| | | |UCI Info |
| | | |Common || ||
| | | || ||  | |Total|HARQ Data | ||
| | | || ||  | |HARQ | |Is |Is||Is |SR Data|CSF Data|
| |System Time|Num||Carrier|Start |Num||Num |Num|Num|ACK|Carrier|HARQ|Bit |Num |CRC|CRC |CRC |PDSCH| |SR |Carrier|Report|
|#|Slot|Numerology|Frame|UCI|Channel |ID |Symbol|Symbols|UCI Request Bitmask |HARQ|SR |CSF|Bits |Id |Id|Offset|Bits|Valid|Late|Status|Valid|SR Id|Request|Id |Id|

|0| 9|30 KHZ|7|1|PUCCH_FMT0|0|12|1|ACK_NACK| 1|0|0|1|0| 8| 0| 1|1| 0| 1|1| | | ||","48
","  30 00 9B B8 1C 3D 3F 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 09 01 07 00 01 00 00 0000 8E 04 00 01 00 00 00 80 00 A2 80 
330,2021 Apr 14,04:46:30.479, 0xB887  NR5G MAC PDSCH Status,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 5
Log Fields Change BMask= 0x0
Sub ID = 0
Num Records= 1
Records
 
 | | ||PDSCH Status Info |
 | | || | ||  || | HARQ  || | | | | | | || || || | | | |
 | | || | ||  || | Or ||K1| || | | | | | | || || ||RX |RX |RX |RX |
 | | |Num | | ||  || | MBSFN||Or| || New | | |HD |HARQ |HD |HARQ ||Is ||High ||Antenna|Antenna|Antenna|Antenna|
 | |System Time|PDSCH |Carrier|Tech||Conn| |Band|Variant|Physical||TB ||SCS| |Num ||Area |RNTI|PMCH| |Num |Iteration|CRC |CRC |Tx| |Discard|Bypass|Bypass|Num |Onload |Onload |Offload|Offload|Did |IOVec||Clock||Mapping|Mapping|Mapping|Mapping|
 |#|Slot|Numerology|Frame|Status|ID |Id|Opcode|ID|Bandwidth|Type|Id |cell ID |EARFCN|Index|TB Size |MU |MCS|Rbs |RV|Id |Type|ID|TCI|Layers|Index|State |Status|Flag|NDI|Mode |Decode|HARQ|ReTx|Timeout|Timeout|Timeout|Timeout|Recomb|Valid|Mod Type|Mode |Num RX|0|1|2|3|
 
 |0| 7| 30kHz|7| 1|0| 1| 0| 0| 12| 0|0|14|633312|0|38|1|8| 3| 0|8| 0| 2|0| 1|0|PASS|PASS| 1|0|0| 0| 0| 0|0|0|0|0| 0| true|QPSK|0|4x4_MIMO|0|0|0|0|","56
","  38 00 87 B8 6C 3D 3F 38 C9 97 F2 00 
 ", 05 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 07 01 07 00 01 00 00 0001 07 1C 18 0E 80 A7 26 C0 04 80 2003 40 80 00 03 00 C1 00 
331,2021 Apr 14,04:46:30.480, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1050
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1050|40|36| 4|28| 0| 0|1774| 198|1972|33|1203| 10.00|","112
","  70 00 88 B8 4D 16 40 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 A0 41 00 10 01 00 00 0000 00 00 00 00 00 00 00 1A 04 00 0028 00 00 00 24 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 00EE 06 00 00 00 00 00 00 C6 00 00 0000 00 00 00 B4 07 00 00 00 00 00 0021 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
332,2021 Apr 14,04:46:30.480, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 320
TB ReTx Bytes= 0
Num MCS= 32
Num PRB= 20
PHR= 62
Total Power= 0
Num New TX TB= 5
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 5
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 A3 16 40 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 40 01 00 0000 00 00 00 00 00 00 00 00 00 00 0020 00 00 00 00 00 00 00 14 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 05 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 05 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
333,2021 Apr 14,04:46:30.485, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1060
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1060|40|36| 4|28| 0| 0|1774| 198|1972|33|1203| 10.00|","112
","  70 00 88 B8 0C 17 44 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 40 42 00 10 01 00 00 0000 00 00 00 00 00 00 00 24 04 00 0028 00 00 00 24 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 00EE 06 00 00 00 00 00 00 C6 00 00 0000 00 00 00 B4 07 00 00 00 00 00 0021 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
334,2021 Apr 14,04:46:30.485, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 320
TB ReTx Bytes= 0
Num MCS= 32
Num PRB= 20
PHR= 62
Total Power= 0
Num New TX TB= 5
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 5
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 9D 17 44 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 40 01 00 0000 00 00 00 00 00 00 00 00 00 00 0020 00 00 00 00 00 00 00 14 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 05 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 05 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
335,2021 Apr 14,04:46:30.490, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1070
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1070|40|36| 4|28| 0| 0|1774| 198|1972|33|1203| 10.00|","112
","  70 00 88 B8 59 16 48 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 E0 42 00 10 01 00 00 0000 00 00 00 00 00 00 00 2E 04 00 0028 00 00 00 24 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 00EE 06 00 00 00 00 00 00 C6 00 00 0000 00 00 00 B4 07 00 00 00 00 00 0021 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
336,2021 Apr 14,04:46:30.490, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 320
TB ReTx Bytes= 0
Num MCS= 32
Num PRB= 20
PHR= 62
Total Power= 0
Num New TX TB= 5
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 5
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 AB 16 48 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 40 01 00 0000 00 00 00 00 00 00 00 00 00 00 0020 00 00 00 00 00 00 00 14 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 05 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 05 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
337,2021 Apr 14,04:46:30.491, 0xB842  NR5G PDCP DL Rbs Stats,"Subscription ID = 1
Misc ID = 0
Version = 5
Num RB = 1
RB Stats
 
 |  Num ||Num |Num |Num Miss||Num |Num |
 | |RB|| ||Pdcp|Num Flow|Num Data||Control |Control |Control |Control |PDU To|Num Num |Reorder |Reorder |Num |Num IP|Num Packet|
 | |Config|RB|Num|T |Hdr |Ctrl|PDU |Data PDU Bytes|PDU |PDU Bytes |PDU |PDU Bytes |Upper |Duplicate ||Num Out Of|Invalid |Timer |Timer |Integrity |Packet|Length|
 |#|Index |Mode|Reestablish|Reordering|length|Trigger |Received|Received|Received|Received|Generated |Generated |Layer |PDU |Dropped PDU Bytes |Win PDU |PDU |Expire|Start |RX Reorder|RX Next |RX Deliv|Fail|Error |Error |
 
 |0|33| 1|0| 500| 2| 0| 2|81| 0| 0| 0| 0| 0| 0| 0| 0| 0| 0| 0| 0| 2| 2| 0| 0| 0|","146
","  92 00 42 B8 C4 9C 48 38 C9 97 F2 00 
 ", 05 00 00 00 01 00 00 00 00 00 00 0000 00 00 00 00 00 21 01 00 00 00 00F4 01 02 00 00 00 00 00 00 00 02 0000 00 51 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 02 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 02 00 00 00 02 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 
338,2021 Apr 14,04:46:30.491, 0xB869  NR5G RLC UL Status PDU,"Subscription ID = 1
Misc ID = 0
Version = 3
Meta
 Num Status PDU = 1
 Num Status PDU Dropped = 0
Status PDU
 
 |  | |ACK_SN|ACK_SN| | | | || |
 | ||SN||Slot||DC | |12|18| |NACK_SN|NACK_SN|SO ||NACK |
 |#|LCID|Length|Size|Number|FN|Bit|CPT|Bits|Bits|#|12 Bits|18 Bits|Start|SO End|Range|
 
 |0| 1|12| 3|18|1014|0|0| 1|| | | | || |","44
","  2C 00 69 B8 5B 9C 48 38 C9 97 F2 00 
 ", 03 00 00 00 01 00 00 00 81 06 20 0000 00 00 00 00 00 00 00 00 00 00 0012 00 F6 03 00 01 00 00 
339,2021 Apr 14,04:46:30.493, 0xB84D  NR5G RLC DL Stats,"Subscription ID = 1
Misc ID = 0
Version = 4
Num RB= 1
Reason= 0
Num FC Down Commands= 1
Num FC Up Commands= 1
Num Shutdown Issued = 0
Num RLF Issued= 45
Num FC Level1 Down Commands = 1
Num FC Level1 Up Commands = 1
Num Scell TA Start= 0
Num Scell TA Stop = 0
Num Scell FC Start= 0
Num Scell FC Stop = 0
Num RF Available= 0
Num FC RX Win = 18
Last RLF= 2559469647
Num FC Level1 Inc Segs Dropped = { 7, 0, 0, 0 }
Num FC Level1 History Index = 1
Num FC Shutdown Inc Segs Dropped = 0
RB Stats
 
 | |RBNum ||Num |Num ||Num Status|Num Status|Num Status|Num Status|
 | |Config|RB||Num Status|Num Invalid ||Duplicate |Num Dropped |Num Segment |Num Segment |Num Status|Num Status|Num Status|Num Status|Reassembly|Reassembly|Num Missed|Trigger Ack |Trigger Nack|Update Ack|Update Nack |Num Status|Num Status|RLC Data|
 |#|Index |Mode|Num Data PDU|Rxed|PDUs|Num ReTx PDU|PDU |PDU |Join|Collapse|Trigger |Update|OTA |PDU Drop|Expired |Start |UM PDU|SN Only |List|SN Only |List|Ackd|Nack Lists|Bytes |
 
 |0|33| 1| 2| 2| 0| 0| 0| 0| 0| 0| 2| 0| 1| 0| 0| 0| 0| 2| 0| 0| 0| 2| 0|85|","196
","  C4 00 4D B8 99 50 4A 38 C9 97 F2 00 
 ", 04 00 00 00 01 00 01 00 00 00 01 0000 00 00 00 00 00 2D 00 00 00 01 0000 00 01 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 12 00 00 00 4F 68 8E 98 07 0000 00 00 00 00 00 00 00 00 00 00 0000 00 01 00 00 00 00 00 00 00 00 0021 01 04 00 00 00 02 00 00 00 02 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 02 00 00 00 00 00 00 00 01 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 02 0000 00 00 00 00 00 00 00 00 00 00 0000 00 02 00 00 00 00 00 00 00 55 0000 00 00 00 
